%
%
% Run:EXP   Table:LINE1             SWAN version:41.20AB
%
%       Dist          Depth         Hsig          Dir           Dspr          Tm01          Tm02          RTpeak      X-Vel         Y-Vel           Ssurf         Qb            Sfric    
%       [m]           [m]           [m]           [degr]        [degr]        [sec]         [sec]         [sec]         [m/s]         [m/s]         [m2/s]        [ ]           [m2/s]   
%
          77.        4.7000       3.89687       179.995        1.3659        9.9352        9.9352        9.9352      0.000000      0.000000     0.1132830      0.385807     0.0000000 
          80.        4.9000       3.98702       179.996        1.3754        9.9352        9.9352        9.9352      0.000000      0.000000     0.1127575      0.352334     0.0000000 
          83.        5.1000       4.07230       179.997        1.3904        9.9352        9.9352        9.9352      0.000000      0.000000     0.1115939      0.321593     0.0000000 
          87.        5.3000       4.15312       179.998        1.4078        9.9352        9.9352        9.9352      0.000000      0.000000     0.1099100      0.292902     0.0000000 
          90.        5.5000       4.22945       179.999        1.4241        9.9352        9.9352        9.9352      0.000000      0.000000     0.1077226      0.266105     0.0000000 
          93.        5.7000       4.30062       179.999        1.4407        9.9352        9.9352        9.9352      0.000000      0.000000     0.1049640      0.241402     0.0000000 
          97.        5.9000       4.36723       179.999        1.4563        9.9352        9.9352        9.9352      0.000000      0.000000     0.1017639      0.218322     0.0000000 
         100.        6.1000       4.42932       179.999        1.4716        9.9352        9.9352        9.9352      0.000000      0.000000     0.0981578      0.196780     0.0000000 
         103.        6.3000       4.48616       180.000        1.4868        9.9352        9.9352        9.9352      0.000000      0.000000     0.0941210      0.176980     0.0000000 
         107.        6.5000       4.53854       180.000        1.5013        9.9352        9.9352        9.9352      0.000000      0.000000     0.0897769      0.158560     0.0000000 
         110.        6.7000       4.58654       180.000        1.5153        9.9352        9.9352        9.9352      0.000000      0.000000     0.0851731      0.141463     0.0000000 
         113.        6.9000       4.62947       180.000        1.5293        9.9352        9.9352        9.9352      0.000000      0.000000     0.0803266      0.125881     0.0000000 
         117.        7.1000       4.66823       180.000        1.5428        9.9352        9.9352        9.9352      0.000000      0.000000     0.0753372      0.111507     0.0000000 
         120.        7.3000       4.70294       180.000        1.5562        9.9352        9.9352        9.9352      0.000000      0.000000     0.0702554      0.098291     0.0000000 
         123.        7.5000       4.73303       180.000        1.5691        9.9352        9.9352        9.9352      0.000000      0.000000     0.0651326      0.086399     0.0000000 
         127.        7.7000       4.75941       180.000        1.5816        9.9352        9.9352        9.9352      0.000000      0.000000     0.0600311      0.075553     0.0000000 
         130.        7.9000       4.78225       180.000        1.5944        9.9352        9.9352        9.9352      0.000000      0.000000     0.0549957      0.065705     0.0000000 
         133.        8.1000       4.80113       180.000        1.6059        9.9352        9.9352        9.9352      0.000000      0.000000     0.0500972      0.056981     0.0000000 
         137.        8.3000       4.81690       180.000        1.6179        9.9352        9.9352        9.9352      0.000000      0.000000     0.0453551      0.049134     0.0000000 
         140.        8.5000       4.82976       180.000        1.6294        9.9352        9.9352        9.9352      0.000000      0.000000     0.0408007      0.042110     0.0000000 
         143.        8.7000       4.83942       180.000        1.6404        9.9352        9.9352        9.9352      0.000000      0.000000     0.0365080      0.035998     0.0000000 
         147.        8.9000       4.84666       180.000        1.6513        9.9352        9.9352        9.9352      0.000000      0.000000     0.0324568      0.030583     0.0000000 
         150.        9.1000       4.85166       180.000        1.6624        9.9352        9.9352        9.9352      0.000000      0.000000     0.0286617      0.025810     0.0000000 
         153.        9.3000       4.85428       180.000        1.6730        9.9352        9.9352        9.9352      0.000000      0.000000     0.0251867      0.021735     0.0000000 
         157.        9.5000       4.85512       180.000        1.6830        9.9352        9.9352        9.9352      0.000000      0.000000     0.0219820      0.018180     0.0000000 
         160.        9.7000       4.85439       180.000        1.6930        9.9352        9.9352        9.9352      0.000000      0.000000     0.0190450      0.015095     0.0000000 
         163.        9.9000       4.85202       180.000        1.7031        9.9352        9.9352        9.9352      0.000000      0.000000     0.0164253      0.012509     0.0000000 
         167.       10.1000       4.84847       180.000        1.7127        9.9352        9.9352        9.9352      0.000000      0.000000     0.0140632      0.010291     0.0000000 
         170.       10.3000       4.84390       180.000        1.7223        9.9352        9.9352        9.9352      0.000000      0.000000     0.0119494      0.008400     0.0000000 
         173.       10.5000       4.83832       180.000        1.7316        9.9352        9.9352        9.9352      0.000000      0.000000     0.0101167      0.006849     0.0000000 
         177.       10.7000       4.83206       180.000        1.7408        9.9352        9.9352        9.9352      0.000000      0.000000     0.0085016      0.005543     0.0000000 
         180.       10.9000       4.82523       180.000        1.7496        9.9352        9.9352        9.9352      0.000000      0.000000     0.0070885      0.004449     0.0000000 
         183.       11.1000       4.81788       180.000        1.7582        9.9352        9.9352        9.9352      0.000000      0.000000     0.0058951      0.003571     0.0000000 
         187.       11.3000       4.81021       180.000        1.7667        9.9352        9.9352        9.9352      0.000000      0.000000     0.0048655      0.002844     0.0000000 
         190.       11.5000       4.80230       180.000        1.7755        9.9352        9.9352        9.9352      0.000000      0.000000     0.0039835      0.002246     0.0000000 
         193.       11.7000       4.79421       180.000        1.7835        9.9352        9.9352        9.9352      0.000000      0.000000     0.0032566      0.001776     0.0000000 
         197.       11.9000       4.78605       180.000        1.7920        9.9352        9.9352        9.9352      0.000000      0.000000     0.0026417      0.001393     0.0000000 
         200.       12.1000       4.77787       180.000        1.7996        9.9352        9.9352        9.9352      0.000000      0.000000     0.0021251      0.001082     0.0000000 
         203.       12.3000       4.76972       180.000        1.8075        9.9352        9.9352        9.9352      0.000000      0.000000     0.0017090      0.000843     0.0000000 
         207.       12.5000       4.76165       180.000        1.8155        9.9352        9.9352        9.9352      0.000000      0.000000     0.0013634      0.000651     0.0000000 
         210.       12.7000       4.75368       180.000        1.8230        9.9352        9.9352        9.9352      0.000000      0.000000     0.0010784      0.000499     0.0000000 
         213.       12.9000       4.74588       180.000        1.8303        9.9352        9.9352        9.9352      0.000000      0.000000     0.0008536      0.000383     0.0000000 
         217.       13.1000       4.73822       180.000        1.8376        9.9352        9.9352        9.9352      0.000000      0.000000     0.0006702      0.000292     0.0000000 
         220.       13.3000       4.73073       180.000        1.8458        9.9352        9.9352        9.9352      0.000000      0.000000     0.0005215      0.000220     0.0000000 
         223.       13.5000       4.72346       180.000        1.8541        9.9352        9.9352        9.9352      0.000000      0.000000     0.0004065      0.000167     0.0000000 
         227.       13.7000       4.71637       180.000        1.8629        9.9352        9.9352        9.9352      0.000000      0.000000     0.0003143      0.000125     0.0000000 
         230.       13.9000       4.70948       180.000        1.8715        9.9352        9.9352        9.9352      0.000000      0.000000     0.0002407      0.000093     0.0000000 
         233.       14.1000       4.70283       180.000        1.8800        9.9352        9.9352        9.9352      0.000000      0.000000     0.0001849      0.000069     0.0000000 
         237.       14.3000       4.69637       180.000        1.8883        9.9352        9.9352        9.9352      0.000000      0.000000     0.0001408      0.000051     0.0000000 
         240.       14.5000       4.69011       180.000        1.8962        9.9352        9.9352        9.9352      0.000000      0.000000     0.0001062      0.000038     0.0000000 
         243.       14.7000       4.68409       180.000        1.9045        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000804      0.000028     0.0000000 
         247.       14.9000       4.67825       180.000        1.9122        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000603      0.000020     0.0000000 
         250.       15.1000       4.67261       180.000        1.9204        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000448      0.000015     0.0000000 
         253.       15.3000       4.66719       180.000        1.9281        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000335      0.000011     0.0000000 
         257.       15.5000       4.66195       180.000        1.9351        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000248      0.000008     0.0000000 
         260.       15.7000       4.65689       180.000        1.9429        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000181      0.000005     0.0000000 
         263.       15.9000       4.65204       180.000        1.9503        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000133      0.000004     0.0000000 
         267.       16.1000       4.64736       180.000        1.9578        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000097      0.000003     0.0000000 
         270.       16.3000       4.64285       180.000        1.9649        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000070      0.000002     0.0000000 
         273.       16.5000       4.63852       180.000        1.9719        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000051      0.000001     0.0000000 
         277.       16.7000       4.63436       180.000        1.9787        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000037      0.000001     0.0000000 
         280.       16.9000       4.63034       180.000        1.9861        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000026      0.000001     0.0000000 
         283.       17.1000       4.62651       180.000        1.9928        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000019      0.000000     0.0000000 
         287.       17.3000       4.62281       180.000        1.9994        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000013      0.000000     0.0000000 
         290.       17.5000       4.61926       180.000        2.0061        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000009      0.000000     0.0000000 
         293.       17.7000       4.61587       180.000        2.0126        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000007      0.000000     0.0000000 
         297.       17.9000       4.61261       180.000        2.0189        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000005      0.000000     0.0000000 
         300.       18.1000       4.60949       180.000        2.0253        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000003      0.000000     0.0000000 
         303.       18.3000       4.60651       180.000        2.0317        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000002      0.000000     0.0000000 
         307.       18.5000       4.60366       180.000        2.0381        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000002      0.000000     0.0000000 
         310.       18.7000       4.60092       180.000        2.0441        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000001      0.000000     0.0000000 
         313.       18.9000       4.59833       180.000        2.0502        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000001      0.000000     0.0000000 
         317.       19.1000       4.59584       180.000        2.0563        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         320.       19.3000       4.59347       180.000        2.0620        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         323.       19.5000       4.59123       180.000        2.0679        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         327.       19.7000       4.58909       180.000        2.0738        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         330.       19.9000       4.58706       180.000        2.0794        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         333.       20.1000       4.58514       180.000        2.0853        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         337.       20.3000       4.58332       180.000        2.0908        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         340.       20.5000       4.58159       180.000        2.0965        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         343.       20.7000       4.57998       180.000        2.1016        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         347.       20.9000       4.57846       180.000        2.1070        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         350.       21.1000       4.57702       180.000        2.1122        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         353.       21.3000       4.57569       180.000        2.1174        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         357.       21.5000       4.57444       180.000        2.1228        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         360.       21.7000       4.57328       180.000        2.1277        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         363.       21.9000       4.57221       180.000        2.1328        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         367.       22.1000       4.57122       180.000        2.1376        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         370.       22.3000       4.57030       180.000        2.1427        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         373.       22.5000       4.56948       180.000        2.1475        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         377.       22.7000       4.56873       180.000        2.1524        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         380.       22.9000       4.56805       180.000        2.1570        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         383.       23.1000       4.56745       180.000        2.1619        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         387.       23.3000       4.56692       180.000        2.1669        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         390.       23.5000       4.56646       180.000        2.1717        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         393.       23.7000       4.56608       180.000        2.1762        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         397.       23.9000       4.56576       180.000        2.1813        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         400.       24.1000       4.56551       180.000        2.1863        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         403.       24.3000       4.56533       180.000        2.1907        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         407.       24.5000       4.56520       180.000        2.1954        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         410.       24.7000       4.56514       180.000        2.2000        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         413.       24.9000       4.56515       180.000        2.2046        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         417.       25.1000       4.56521       180.000        2.2089        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         420.       25.3000       4.56533       180.000        2.2135        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         423.       25.5000       4.56551       180.000        2.2178        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         427.       25.7000       4.56574       180.000        2.2221        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         430.       25.9000       4.56603       180.000        2.2264        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         433.       26.1000       4.56638       180.000        2.2305        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         437.       26.3000       4.56678       180.000        2.2346        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         440.       26.5000       4.56722       180.000        2.2388        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         443.       26.7000       4.56772       180.000        2.2428        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         447.       26.9000       4.56827       180.000        2.2471        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         450.       27.1000       4.56887       180.000        2.2510        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         453.       27.3000       4.56952       180.000        2.2550        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         457.       27.5000       4.57021       180.000        2.2590        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         460.       27.7000       4.57095       180.000        2.2628        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         463.       27.9000       4.57173       180.000        2.2666        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         467.       28.1000       4.57256       180.000        2.2704        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         470.       28.3000       4.57343       180.000        2.2740        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         473.       28.5000       4.57434       180.000        2.2777        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         477.       28.7000       4.57530       180.000        2.2814        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         480.       28.9000       4.57629       180.000        2.2849        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         483.       29.1000       4.57732       180.000        2.2886        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         487.       29.3000       4.57840       180.000        2.2924        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         490.       29.5000       4.57951       180.000        2.2957        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         493.       29.7000       4.58065       180.000        2.2990        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         497.       29.9000       4.58184       180.000        2.3024        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         500.       30.1000       4.58306       180.000        2.3057        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         503.       30.3000       4.58431       180.000        2.3091        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         507.       30.5000       4.58560       180.000        2.3124        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         510.       30.7000       4.58692       180.000        2.3156        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         513.       30.9000       4.58828       180.000        2.3187        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         517.       31.1000       4.58966       180.000        2.3220        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         520.       31.3000       4.59108       180.000        2.3249        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         523.       31.5000       4.59253       180.000        2.3282        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         527.       31.7000       4.59401       180.000        2.3313        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         530.       31.9000       4.59551       180.000        2.3340        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         533.       32.1000       4.59705       180.000        2.3373        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         537.       32.3000       4.59861       180.000        2.3403        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         540.       32.5000       4.60020       180.000        2.3432        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         543.       32.7000       4.60182       180.000        2.3463        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         547.       32.9000       4.60346       180.000        2.3485        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         550.       33.1000       4.60513       180.000        2.3514        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         553.       33.3000       4.60682       180.000        2.3545        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         557.       33.5000       4.60854       180.000        2.3574        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         560.       33.7000       4.61028       180.000        2.3600        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         563.       33.9000       4.61204       180.000        2.3627        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         567.       34.1000       4.61382       180.000        2.3653        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         570.       34.3000       4.61563       180.000        2.3681        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         573.       34.5000       4.61746       180.000        2.3706        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         577.       34.7000       4.61930       180.000        2.3732        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         580.       34.9000       4.62117       180.000        2.3756        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         583.       35.1000       4.62306       180.000        2.3781        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         587.       35.3000       4.62496       180.000        2.3808        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         590.       35.5000       4.62688       180.000        2.3831        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         593.       35.7000       4.62883       180.000        2.3854        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         597.       35.9000       4.63078       180.000        2.3880        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         600.       36.1000       4.63276       180.000        2.3903        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         603.       36.3000       4.63475       180.000        2.3926        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         607.       36.5000       4.63675       180.000        2.3946        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         610.       36.7000       4.63877       180.000        2.3975        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         613.       36.9000       4.64081       180.000        2.3996        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         617.       37.1000       4.64285       180.000        2.4015        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         620.       37.3000       4.64491       180.000        2.4040        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         623.       37.5000       4.64699       180.000        2.4058        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         627.       37.7000       4.64907       180.000        2.4084        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         630.       37.9000       4.65117       180.000        2.4100        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         633.       38.1000       4.65328       180.000        2.4123        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         637.       38.3000       4.65540       180.000        2.4144        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         640.       38.5000       4.65753       180.000        2.4164        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         643.       38.7000       4.65967       180.000        2.4183        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         647.       38.9000       4.66182       180.000        2.4204        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         650.       39.1000       4.66398       180.000        2.4222        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         653.       39.3000       4.66614       180.000        2.4241        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         657.       39.5000       4.66832       180.000        2.4258        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         660.       39.7000       4.67050       180.000        2.4280        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         663.       39.9000       4.67269       180.000        2.4299        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         667.       40.1000       4.67488       180.000        2.4316        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         670.       40.3000       4.67709       180.000        2.4332        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         673.       40.5000       4.67929       180.000        2.4352        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         677.       40.7000       4.68150       180.000        2.4370        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         680.       40.9000       4.68372       180.000        2.4388        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         683.       41.1000       4.68594       180.000        2.4405        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
