%
%
% Run:EXP   Table:LINE1             SWAN version:41.20AB
%
%       Dist          Depth         Hsig          Dir           Dspr          Tm01          Tm02          RTpeak      X-Vel         Y-Vel           Ssurf         Qb            Sfric    
%       [m]           [m]           [m]           [degr]        [degr]        [sec]         [sec]         [sec]         [m/s]         [m/s]         [m2/s]        [ ]           [m2/s]   
%
          90.        5.5000       4.91510       185.579       11.7097        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
          93.        5.7000       4.88385       185.682       11.9068        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
          97.        5.9000       4.85418       185.784       12.1008        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         100.        6.1000       4.82598       185.885       12.2920        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         103.        6.3000       4.79945       185.984       12.4787        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         107.        6.5000       4.77417       186.081       12.6621        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         110.        6.7000       4.75008       186.178       12.8430        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         113.        6.9000       4.72733       186.273       13.0207        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         117.        7.1000       4.70561       186.366       13.1952        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         120.        7.3000       4.68486       186.458       13.3668        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         123.        7.5000       4.66521       186.550       13.5360        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         127.        7.7000       4.64642       186.640       13.7028        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         130.        7.9000       4.62843       186.729       13.8671        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         133.        8.1000       4.61136       186.817       14.0284        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         137.        8.3000       4.59501       186.904       14.1877        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         140.        8.5000       4.57935       186.990       14.3451        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         143.        8.7000       4.56446       187.075       14.4999        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         147.        8.9000       4.55018       187.159       14.6526        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         150.        9.1000       4.53649       187.243       14.8032        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         153.        9.3000       4.52346       187.325       14.9520        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         157.        9.5000       4.51096       187.407       15.0991        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         160.        9.7000       4.49896       187.488       15.2441        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         163.        9.9000       4.48754       187.568       15.3871        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         167.       10.1000       4.47658       187.648       15.5281        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         170.       10.3000       4.46605       187.726       15.6680        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         173.       10.5000       4.45603       187.805       15.8061        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         177.       10.7000       4.44640       187.882       15.9425        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         180.       10.9000       4.43716       187.959       16.0772        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         183.       11.1000       4.42836       188.035       16.2100        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         187.       11.3000       4.41991       188.110       16.3417        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         190.       11.5000       4.41181       188.185       16.4721        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         193.       11.7000       4.40409       188.259       16.6009        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         197.       11.9000       4.39669       188.333       16.7282        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         200.       12.1000       4.38958       188.406       16.8539        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         203.       12.3000       4.38283       188.478       16.9781        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         207.       12.5000       4.37635       188.550       17.1017        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         210.       12.7000       4.37014       188.622       17.2239        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         213.       12.9000       4.36424       188.693       17.3445        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         217.       13.1000       4.35860       188.763       17.4639        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         220.       13.3000       4.35319       188.833       17.5821        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         223.       13.5000       4.34806       188.902       17.6987        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         227.       13.7000       4.34316       188.971       17.8149        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         230.       13.9000       4.33848       189.040       17.9299        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         233.       14.1000       4.33404       189.108       18.0435        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         237.       14.3000       4.32981       189.176       18.1561        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         240.       14.5000       4.32578       189.243       18.2674        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         243.       14.7000       4.32198       189.309       18.3775        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         247.       14.9000       4.31836       189.376       18.4869        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         250.       15.1000       4.31492       189.442       18.5954        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         253.       15.3000       4.31168       189.507       18.7029        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         257.       15.5000       4.30862       189.573       18.8093        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         260.       15.7000       4.30571       189.637       18.9146        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         263.       15.9000       4.30300       189.701       19.0189        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         267.       16.1000       4.30044       189.765       19.1222        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         270.       16.3000       4.29803       189.829       19.2250        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         273.       16.5000       4.29579       189.893       19.3268        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         277.       16.7000       4.29369       189.956       19.4277        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         280.       16.9000       4.29173       190.018       19.5277        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         283.       17.1000       4.28992       190.080       19.6266        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         287.       17.3000       4.28825       190.142       19.7246        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         290.       17.5000       4.28670       190.203       19.8218        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         293.       17.7000       4.28529       190.265       19.9186        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         297.       17.9000       4.28401       190.326       20.0145        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         300.       18.1000       4.28284       190.386       20.1096        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         303.       18.3000       4.28180       190.447       20.2038        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         307.       18.5000       4.28087       190.506       20.2972        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         310.       18.7000       4.28005       190.566       20.3897        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         313.       18.9000       4.27936       190.625       20.4813        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         317.       19.1000       4.27876       190.684       20.5726        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         320.       19.3000       4.27826       190.743       20.6632        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         323.       19.5000       4.27788       190.802       20.7530        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         327.       19.7000       4.27759       190.860       20.8420        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         330.       19.9000       4.27739       190.918       20.9303        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         333.       20.1000       4.27730       190.975       21.0177        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         337.       20.3000       4.27729       191.033       21.1044        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         340.       20.5000       4.27737       191.089       21.1904        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         343.       20.7000       4.27755       191.146       21.2762        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         347.       20.9000       4.27781       191.203       21.3613        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         350.       21.1000       4.27814       191.259       21.4455        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         353.       21.3000       4.27857       191.315       21.5292        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         357.       21.5000       4.27908       191.371       21.6121        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         360.       21.7000       4.27965       191.427       21.6943        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         363.       21.9000       4.28031       191.482       21.7757        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         367.       22.1000       4.28104       191.537       21.8566        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         370.       22.3000       4.28184       191.591       21.9371        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         373.       22.5000       4.28272       191.646       22.0171        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         377.       22.7000       4.28367       191.700       22.0965        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         380.       22.9000       4.28467       191.754       22.1752        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         383.       23.1000       4.28576       191.808       22.2532        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         387.       23.3000       4.28690       191.862       22.3306        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         390.       23.5000       4.28810       191.915       22.4074        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         393.       23.7000       4.28937       191.968       22.4833        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         397.       23.9000       4.29070       192.020       22.5589        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         400.       24.1000       4.29208       192.073       22.6343        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         403.       24.3000       4.29352       192.125       22.7090        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         407.       24.5000       4.29502       192.178       22.7831        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         410.       24.7000       4.29658       192.230       22.8567        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         413.       24.9000       4.29819       192.281       22.9296        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         417.       25.1000       4.29985       192.332       23.0019        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         420.       25.3000       4.30156       192.384       23.0736        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         423.       25.5000       4.30333       192.434       23.1446        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         427.       25.7000       4.30514       192.485       23.2153        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         430.       25.9000       4.30700       192.535       23.2857        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         433.       26.1000       4.30891       192.586       23.3556        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         437.       26.3000       4.31086       192.636       23.4249        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         440.       26.5000       4.31286       192.686       23.4936        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         443.       26.7000       4.31490       192.735       23.5618        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         447.       26.9000       4.31699       192.785       23.6293        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         450.       27.1000       4.31911       192.834       23.6964        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         453.       27.3000       4.32129       192.882       23.7628        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         457.       27.5000       4.32349       192.931       23.8286        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         460.       27.7000       4.32574       192.979       23.8943        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         463.       27.9000       4.32803       193.028       23.9596        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         467.       28.1000       4.33035       193.076       24.0244        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         470.       28.3000       4.33271       193.124       24.0886        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         473.       28.5000       4.33511       193.171       24.1522        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         477.       28.7000       4.33754       193.218       24.2154        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         480.       28.9000       4.34000       193.265       24.2780        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         483.       29.1000       4.34250       193.312       24.3400        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         487.       29.3000       4.34503       193.359       24.4015        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         490.       29.5000       4.34759       193.405       24.4624        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         493.       29.7000       4.35019       193.451       24.5232        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         497.       29.9000       4.35281       193.497       24.5837        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         500.       30.1000       4.35546       193.543       24.6437        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         503.       30.3000       4.35814       193.588       24.7031        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         507.       30.5000       4.36085       193.634       24.7620        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         510.       30.7000       4.36359       193.679       24.8205        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         513.       30.9000       4.36635       193.723       24.8783        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         517.       31.1000       4.36914       193.768       24.9357        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         520.       31.3000       4.37195       193.812       24.9926        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         523.       31.5000       4.37479       193.856       25.0488        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         527.       31.7000       4.37765       193.900       25.1046        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         530.       31.9000       4.38053       193.943       25.1604        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         533.       32.1000       4.38343       193.987       25.2159        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         537.       32.3000       4.38636       194.030       25.2708        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         540.       32.5000       4.38931       194.073       25.3252        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         543.       32.7000       4.39228       194.116       25.3791        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         547.       32.9000       4.39526       194.158       25.4326        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         550.       33.1000       4.39827       194.201       25.4856        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         553.       33.3000       4.40129       194.242       25.5380        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         557.       33.5000       4.40434       194.284       25.5898        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         560.       33.7000       4.40739       194.325       25.6414        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         563.       33.9000       4.41047       194.366       25.6923        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         567.       34.1000       4.41356       194.407       25.7430        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         570.       34.3000       4.41666       194.448       25.7936        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         573.       34.5000       4.41979       194.489       25.8437        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         577.       34.7000       4.42292       194.530       25.8934        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         580.       34.9000       4.42607       194.570       25.9426        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         583.       35.1000       4.42923       194.610       25.9913        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         587.       35.3000       4.43240       194.649       26.0396        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         590.       35.5000       4.43558       194.689       26.0874        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         593.       35.7000       4.43878       194.728       26.1348        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         597.       35.9000       4.44199       194.766       26.1816        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         600.       36.1000       4.44520       194.805       26.2280        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         603.       36.3000       4.44843       194.843       26.2739        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         607.       36.5000       4.45166       194.881       26.3195        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         610.       36.7000       4.45490       194.919       26.3650        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         613.       36.9000       4.45815       194.957       26.4102        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         617.       37.1000       4.46141       194.995       26.4550        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         620.       37.3000       4.46467       195.032       26.4993        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         623.       37.5000       4.46794       195.069       26.5432        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         627.       37.7000       4.47121       195.106       26.5866        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         630.       37.9000       4.47449       195.142       26.6297        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         633.       38.1000       4.47778       195.178       26.6723        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         637.       38.3000       4.48107       195.214       26.7144        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         640.       38.5000       4.48436       195.250       26.7561        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         643.       38.7000       4.48766       195.285       26.7973        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         647.       38.9000       4.49095       195.320       26.8381        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         650.       39.1000       4.49425       195.355       26.8784        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         653.       39.3000       4.49756       195.390       26.9188        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         657.       39.5000       4.50086       195.425       26.9589        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         660.       39.7000       4.50416       195.459       26.9987        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         663.       39.9000       4.50747       195.493       27.0381        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         667.       40.1000       4.51077       195.527       27.0771        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         670.       40.3000       4.51407       195.561       27.1157        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         673.       40.5000       4.51738       195.594       27.1538        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         677.       40.7000       4.52068       195.628       27.1916        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         680.       40.9000       4.52398       195.660       27.2290        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
         683.       41.1000       4.52727       195.693       27.2660        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      1.000000     0.0000000 
