%
%
% Run:EXP   Table:LINE1             SWAN version:41.20AB
%
%       Dist          Depth         Hsig          Dir           Dspr          Tm01          Tm02          RTpeak      X-Vel         Y-Vel           Ssurf         Qb       
%       [m]           [m]           [m]           [degr]        [degr]        [sec]         [sec]         [sec]         [m/s]         [m/s]         [m2/s]        [ ]      
%
        1490.      119.0093       4.98307       199.566       31.0870        7.7208        7.1020        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1493.      119.1088       4.98314       199.567       31.0879        7.7209        7.1020        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1497.      119.2007       4.98321       199.568       31.0888        7.7210        7.1021        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1500.      119.2853       4.98328       199.569       31.0895        7.7210        7.1022        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1503.      119.3619       4.98334       199.570       31.0902        7.7211        7.1022        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1507.      119.4323       4.98339       199.571       31.0909        7.7212        7.1023        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1510.      119.4970       4.98344       199.571       31.0915        7.7212        7.1023        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1513.      119.5553       4.98348       199.572       31.0921        7.7213        7.1024        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1517.      119.6087       4.98352       199.573       31.0926        7.7213        7.1024        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1520.      119.6576       4.98356       199.573       31.0931        7.7214        7.1024        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1523.      119.7015       4.98360       199.574       31.0936        7.7214        7.1025        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1527.      119.7416       4.98363       199.574       31.0939        7.7214        7.1025        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1530.      119.7781       4.98366       199.575       31.0944        7.7215        7.1025        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1533.      119.8108       4.98369       199.575       31.0947        7.7215        7.1025        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1537.      119.8406       4.98371       199.576       31.0950        7.7215        7.1026        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1540.      119.8677       4.98374       199.576       31.0953        7.7215        7.1026        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1543.      119.8918       4.98376       199.576       31.0956        7.7216        7.1026        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1547.      119.9137       4.98377       199.576       31.0958        7.7216        7.1026        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1550.      119.9335       4.98379       199.577       31.0961        7.7216        7.1026        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1553.      119.9511       4.98380       199.577       31.0963        7.7216        7.1026        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1557.      119.9670       4.98382       199.577       31.0964        7.7216        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1560.      119.9814       4.98383       199.577       31.0966        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1563.      119.9942       4.98384       199.578       31.0967        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1567.      120.0056       4.98385       199.578       31.0969        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1570.      120.0160       4.98386       199.578       31.0970        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1573.      120.0251       4.98387       199.578       31.0971        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1577.      120.0333       4.98387       199.578       31.0972        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1580.      120.0407       4.98388       199.578       31.0973        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1583.      120.0471       4.98389       199.578       31.0973        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1587.      120.0529       4.98389       199.578       31.0974        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1590.      120.0581       4.98389       199.578       31.0975        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1593.      120.0627       4.98390       199.578       31.0975        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1597.      120.0668       4.98390       199.579       31.0976        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1600.      120.0704       4.98391       199.579       31.0976        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1603.      120.0736       4.98391       199.579       31.0976        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1607.      120.0764       4.98391       199.579       31.0977        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1610.      120.0790       4.98391       199.579       31.0977        7.7217        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1613.      120.0812       4.98392       199.579       31.0978        7.7217        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1617.      120.0831       4.98392       199.579       31.0978        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1620.      120.0849       4.98392       199.579       31.0978        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1623.      120.0864       4.98392       199.579       31.0978        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1627.      120.0878       4.98392       199.579       31.0978        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1630.      120.0890       4.98392       199.579       31.0979        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1633.      120.0901       4.98392       199.579       31.0979        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1637.      120.0910       4.98392       199.579       31.0979        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1640.      120.0919       4.98392       199.579       31.0979        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1643.      120.0926       4.98393       199.579       31.0979        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1647.      120.0932       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1650.      120.0938       4.98393       199.579       31.0979        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1653.      120.0943       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1657.      120.0948       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1660.      120.0952       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1663.      120.0955       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1667.      120.0959       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1670.      120.0961       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1673.      120.0964       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1677.      120.0966       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1680.      120.0968       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1683.      120.0970       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1687.      120.0972       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1690.      120.0973       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1693.      120.0975       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1697.      120.0976       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1700.      120.0977       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1703.      120.0978       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1707.      120.0979       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1710.      120.0980       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1713.      120.0981       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1717.      120.0982       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1720.      120.0983       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1723.      120.0983       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1727.      120.0984       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1730.      120.0985       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1733.      120.0985       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1737.      120.0986       4.98393       199.579       31.0980        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1740.      120.0986       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1743.      120.0987       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1747.      120.0987       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1750.      120.0988       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1753.      120.0988       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1757.      120.0989       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1760.      120.0989       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1763.      120.0989       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1767.      120.0990       4.98393       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1770.      120.0990       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1773.      120.0990       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1777.      120.0991       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1780.      120.0991       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1783.      120.0991       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1787.      120.0992       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1790.      120.0992       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1793.      120.0992       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1797.      120.0992       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1800.      120.0993       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1803.      120.0993       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1807.      120.0993       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1810.      120.0993       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1813.      120.0994       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1817.      120.0994       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1820.      120.0994       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1823.      120.0994       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1827.      120.0994       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1830.      120.0995       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1833.      120.0995       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1837.      120.0995       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1840.      120.0995       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1843.      120.0995       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1847.      120.0995       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1850.      120.0996       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1853.      120.0996       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1857.      120.0996       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1860.      120.0996       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1863.      120.0996       4.98394       199.579       31.0981        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1867.      120.0996       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1870.      120.0996       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1873.      120.0996       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1877.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1880.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1883.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1887.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1890.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1893.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1897.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1900.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1903.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1907.      120.0997       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1910.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1913.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1917.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1920.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1923.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1927.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1930.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1933.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1937.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1940.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1943.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1947.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1950.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1953.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1957.      120.0998       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1960.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1963.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1967.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1970.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1973.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1977.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1980.      120.0999       4.98394       199.579       31.0983        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1983.      120.0999       4.98394       199.579       31.0983        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1987.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1990.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1993.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1997.      120.0999       4.98394       199.579       31.0982        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
        2000.      120.0999       4.98394       199.579       31.0983        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      1.000000 
