%
%
% Run:EXP   Table:LINE1             SWAN version:41.20AB
%
%       Dist          Depth         Hsig          Dir           Dspr          Tm01          Tm02          RTpeak      X-Vel         Y-Vel           Ssurf         Qb       
%       [m]           [m]           [m]           [degr]        [degr]        [sec]         [sec]         [sec]         [m/s]         [m/s]         [m2/s]        [ ]      
%
         730.       94.3990       4.94829       199.057       30.6617        7.6882        7.0734        9.9352      0.000000      0.000000     0.0000000      1.000000 
         733.       95.0647       4.94931       199.067       30.6706        7.6892        7.0742        9.9352      0.000000      0.000000     0.0000000      1.000000 
         737.       95.7185       4.95028       199.076       30.6786        7.6901        7.0750        9.9352      0.000000      0.000000     0.0000000      1.000000 
         740.       96.3602       4.95119       199.085       30.6861        7.6910        7.0758        9.9352      0.000000      0.000000     0.0000000      1.000000 
         743.       96.9874       4.95206       199.093       30.6933        7.6919        7.0766        9.9352      0.000000      0.000000     0.0000000      1.000000 
         747.       97.6027       4.95291       199.101       30.7006        7.6927        7.0773        9.9352      0.000000      0.000000     0.0000000      1.000000 
         750.       98.2061       4.95375       199.110       30.7081        7.6935        7.0780        9.9352      0.000000      0.000000     0.0000000      1.000000 
         753.       98.7950       4.95455       199.118       30.7152        7.6943        7.0787        9.9352      0.000000      0.000000     0.0000000      1.000000 
         757.       99.3722       4.95530       199.125       30.7216        7.6951        7.0793        9.9352      0.000000      0.000000     0.0000000      1.000000 
         760.       99.9377       4.95603       199.133       30.7279        7.6958        7.0800        9.9352      0.000000      0.000000     0.0000000      1.000000 
         763.      100.4890       4.95672       199.140       30.7341        7.6965        7.0806        9.9352      0.000000      0.000000     0.0000000      1.000000 
         767.      101.0288       4.95742       199.147       30.7405        7.6972        7.0811        9.9352      0.000000      0.000000     0.0000000      1.000000 
         770.      101.5572       4.95809       199.155       30.7470        7.6978        7.0817        9.9352      0.000000      0.000000     0.0000000      1.000000 
         773.      102.0717       4.95872       199.161       30.7526        7.6985        7.0823        9.9352      0.000000      0.000000     0.0000000      1.000000 
         777.      102.5750       4.95931       199.167       30.7579        7.6991        7.0828        9.9352      0.000000      0.000000     0.0000000      1.000000 
         780.      103.0672       4.95989       199.173       30.7633        7.6996        7.0833        9.9352      0.000000      0.000000     0.0000000      1.000000 
         783.      103.5459       4.96044       199.179       30.7684        7.7002        7.0838        9.9352      0.000000      0.000000     0.0000000      1.000000 
         787.      104.0138       4.96099       199.185       30.7737        7.7008        7.0842        9.9352      0.000000      0.000000     0.0000000      1.000000 
         790.      104.4709       4.96155       199.192       30.7794        7.7013        7.0847        9.9352      0.000000      0.000000     0.0000000      1.000000 
         793.      104.9149       4.96207       199.198       30.7847        7.7018        7.0851        9.9352      0.000000      0.000000     0.0000000      1.000000 
         797.      105.3484       4.96256       199.203       30.7893        7.7023        7.0856        9.9352      0.000000      0.000000     0.0000000      1.000000 
         800.      105.7715       4.96303       199.209       30.7939        7.7028        7.0860        9.9352      0.000000      0.000000     0.0000000      1.000000 
         803.      106.1820       4.96348       199.214       30.7984        7.7033        7.0864        9.9352      0.000000      0.000000     0.0000000      1.000000 
         807.      106.5823       4.96392       199.219       30.8027        7.7037        7.0868        9.9352      0.000000      0.000000     0.0000000      1.000000 
         810.      106.9725       4.96435       199.224       30.8070        7.7041        7.0871        9.9352      0.000000      0.000000     0.0000000      1.000000 
         813.      107.3506       4.96477       199.229       30.8114        7.7046        7.0875        9.9352      0.000000      0.000000     0.0000000      1.000000 
         817.      107.7188       4.96520       199.234       30.8162        7.7050        7.0879        9.9352      0.000000      0.000000     0.0000000      1.000000 
         820.      108.0773       4.96562       199.240       30.8209        7.7054        7.0882        9.9352      0.000000      0.000000     0.0000000      1.000000 
         823.      108.4239       4.96600       199.245       30.8249        7.7058        7.0885        9.9352      0.000000      0.000000     0.0000000      1.000000 
         827.      108.7610       4.96636       199.249       30.8288        7.7062        7.0889        9.9352      0.000000      0.000000     0.0000000      1.000000 
         830.      109.0886       4.96672       199.254       30.8327        7.7065        7.0892        9.9352      0.000000      0.000000     0.0000000      1.000000 
         833.      109.4047       4.96706       199.258       30.8364        7.7069        7.0895        9.9352      0.000000      0.000000     0.0000000      1.000000 
         837.      109.7114       4.96740       199.262       30.8401        7.7072        7.0898        9.9352      0.000000      0.000000     0.0000000      1.000000 
         840.      110.0088       4.96772       199.267       30.8437        7.7076        7.0901        9.9352      0.000000      0.000000     0.0000000      1.000000 
         843.      110.2949       4.96804       199.271       30.8474        7.7079        7.0904        9.9352      0.000000      0.000000     0.0000000      1.000000 
         847.      110.5718       4.96835       199.275       30.8509        7.7082        7.0906        9.9352      0.000000      0.000000     0.0000000      1.000000 
         850.      110.8395       4.96865       199.279       30.8544        7.7085        7.0909        9.9352      0.000000      0.000000     0.0000000      1.000000 
         853.      111.0959       4.96895       199.283       30.8580        7.7088        7.0912        9.9352      0.000000      0.000000     0.0000000      1.000000 
         857.      111.3431       4.96926       199.288       30.8622        7.7091        7.0914        9.9352      0.000000      0.000000     0.0000000      1.000000 
         860.      111.5810       4.96958       199.293       30.8664        7.7094        7.0917        9.9352      0.000000      0.000000     0.0000000      1.000000 
         863.      111.8075       4.96984       199.297       30.8697        7.7097        7.0919        9.9352      0.000000      0.000000     0.0000000      1.000000 
         867.      112.0247       4.97010       199.301       30.8730        7.7100        7.0921        9.9352      0.000000      0.000000     0.0000000      1.000000 
         870.      112.2323       4.97035       199.305       30.8763        7.7102        7.0924        9.9352      0.000000      0.000000     0.0000000      1.000000 
         873.      112.4282       4.97059       199.308       30.8794        7.7105        7.0926        9.9352      0.000000      0.000000     0.0000000      1.000000 
         877.      112.6145       4.97083       199.312       30.8826        7.7107        7.0928        9.9352      0.000000      0.000000     0.0000000      1.000000 
         880.      112.7908       4.97106       199.316       30.8858        7.7110        7.0930        9.9352      0.000000      0.000000     0.0000000      1.000000 
         883.      112.9549       4.97128       199.319       30.8889        7.7112        7.0932        9.9352      0.000000      0.000000     0.0000000      1.000000 
         887.      113.1087       4.97149       199.323       30.8919        7.7114        7.0934        9.9352      0.000000      0.000000     0.0000000      1.000000 
         890.      113.2520       4.97169       199.326       30.8948        7.7116        7.0936        9.9352      0.000000      0.000000     0.0000000      1.000000 
         893.      113.3821       4.97188       199.330       30.8977        7.7118        7.0937        9.9352      0.000000      0.000000     0.0000000      1.000000 
         897.      113.5013       4.97205       199.333       30.9005        7.7120        7.0939        9.9352      0.000000      0.000000     0.0000000      1.000000 
         900.      113.6090       4.97222       199.336       30.9031        7.7122        7.0940        9.9352      0.000000      0.000000     0.0000000      1.000000 
         903.      113.7025       4.97237       199.338       30.9056        7.7124        7.0942        9.9352      0.000000      0.000000     0.0000000      1.000000 
         907.      113.7839       4.97250       199.341       30.9078        7.7125        7.0943        9.9352      0.000000      0.000000     0.0000000      1.000000 
         910.      113.8528       4.97262       199.343       30.9097        7.7127        7.0944        9.9352      0.000000      0.000000     0.0000000      1.000000 
         913.      113.9060       4.97271       199.345       30.9112        7.7128        7.0945        9.9352      0.000000      0.000000     0.0000000      1.000000 
         917.      113.9457       4.97277       199.346       30.9124        7.7128        7.0945        9.9352      0.000000      0.000000     0.0000000      1.000000 
         920.      113.9716       4.97282       199.347       30.9132        7.7129        7.0946        9.9352      0.000000      0.000000     0.0000000      1.000000 
         923.      113.9798       4.97284       199.347       30.9135        7.7129        7.0946        9.9352      0.000000      0.000000     0.0000000      1.000000 
         927.      113.9730       4.97285       199.348       30.9138        7.7129        7.0946        9.9352      0.000000      0.000000     0.0000000      1.000000 
         930.      113.9507       4.97286       199.348       30.9143        7.7129        7.0946        9.9352      0.000000      0.000000     0.0000000      1.000000 
         933.      113.9086       4.97289       199.349       30.9152        7.7130        7.0946        9.9352      0.000000      0.000000     0.0000000      1.000000 
         937.      113.8496       4.97292       199.351       30.9165        7.7130        7.0947        9.9352      0.000000      0.000000     0.0000000      1.000000 
         940.      113.7731       4.97296       199.353       30.9180        7.7130        7.0947        9.9352      0.000000      0.000000     0.0000000      1.000000 
         943.      113.6743       4.97300       199.355       30.9199        7.7131        7.0948        9.9352      0.000000      0.000000     0.0000000      1.000000 
         947.      113.5565       4.97304       199.357       30.9220        7.7131        7.0948        9.9352      0.000000      0.000000     0.0000000      1.000000 
         950.      113.4191       4.97309       199.360       30.9243        7.7132        7.0948        9.9352      0.000000      0.000000     0.0000000      1.000000 
         953.      113.2565       4.97313       199.363       30.9268        7.7132        7.0949        9.9352      0.000000      0.000000     0.0000000      1.000000 
         957.      113.0726       4.97317       199.366       30.9294        7.7132        7.0949        9.9352      0.000000      0.000000     0.0000000      1.000000 
         960.      112.8667       4.97320       199.369       30.9321        7.7133        7.0949        9.9352      0.000000      0.000000     0.0000000      1.000000 
         963.      112.6326       4.97322       199.372       30.9349        7.7133        7.0949        9.9352      0.000000      0.000000     0.0000000      1.000000 
         967.      112.3748       4.97323       199.375       30.9378        7.7133        7.0949        9.9352      0.000000      0.000000     0.0000000      1.000000 
         970.      112.0924       4.97324       199.378       30.9407        7.7133        7.0949        9.9352      0.000000      0.000000     0.0000000      1.000000 
         973.      111.7788       4.97323       199.382       30.9436        7.7133        7.0949        9.9352      0.000000      0.000000     0.0000000      1.000000 
         977.      111.4389       4.97321       199.385       30.9469        7.7132        7.0949        9.9352      0.000000      0.000000     0.0000000      1.000000 
         980.      111.0719       4.97320       199.389       30.9504        7.7132        7.0949        9.9352      0.000000      0.000000     0.0000000      1.000000 
         983.      110.6707       4.97315       199.393       30.9534        7.7131        7.0948        9.9352      0.000000      0.000000     0.0000000      1.000000 
         987.      110.2406       4.97308       199.396       30.9565        7.7130        7.0947        9.9352      0.000000      0.000000     0.0000000      1.000000 
         990.      109.7811       4.97299       199.400       30.9595        7.7128        7.0946        9.9352      0.000000      0.000000     0.0000000      1.000000 
         993.      109.2845       4.97287       199.403       30.9624        7.7127        7.0945        9.9352      0.000000      0.000000     0.0000000      1.000000 
         997.      108.7568       4.97273       199.406       30.9653        7.7125        7.0944        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1000.      108.1975       4.97258       199.410       30.9686        7.7123        7.0942        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1003.      107.5986       4.97241       199.414       30.9718        7.7121        7.0940        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1007.      106.9667       4.97218       199.417       30.9746        7.7118        7.0938        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1010.      106.3015       4.97193       199.420       30.9773        7.7115        7.0935        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1013.      105.5948       4.97163       199.423       30.9798        7.7111        7.0933        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1017.      104.8539       4.97131       199.426       30.9825        7.7108        7.0929        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1020.      104.0784       4.97096       199.429       30.9854        7.7103        7.0926        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1023.      103.2604       4.97053       199.432       30.9876        7.7098        7.0922        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1027.      102.4075       4.97005       199.434       30.9896        7.7093        7.0918        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1030.      101.5199       4.96954       199.436       30.9919        7.7087        7.0913        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1033.      100.5896       4.96896       199.439       30.9938        7.7080        7.0907        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1037.       99.6249       4.96830       199.440       30.9952        7.7073        7.0901        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1040.       98.6259       4.96759       199.442       30.9967        7.7065        7.0894        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1043.       97.5856       4.96679       199.443       30.9977        7.7056        7.0887        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1047.       96.5123       4.96590       199.443       30.9981        7.7046        7.0879        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1050.       95.4066       4.96494       199.443       30.9985        7.7036        7.0870        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1053.       94.2622       4.96386       199.443       30.9982        7.7024        7.0860        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1057.       93.0875       4.96266       199.441       30.9972        7.7012        7.0849        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1060.       91.8834       4.96137       199.440       30.9959        7.6998        7.0838        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1063.       90.6450       4.95994       199.437       30.9938        7.6983        7.0825        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1067.       89.3801       4.95837       199.434       30.9909        7.6967        7.0811        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1070.       88.0903       4.95667       199.429       30.9873        7.6949        7.0796        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1073.       86.7721       4.95480       199.424       30.9828        7.6930        7.0779        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1077.       85.4329       4.95276       199.417       30.9770        7.6909        7.0762        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1080.       84.0743       4.95055       199.409       30.9704        7.6887        7.0743        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1083.       82.6951       4.94812       199.399       30.9623        7.6863        7.0722        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1087.       81.3015       4.94550       199.387       30.9529        7.6837        7.0699        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1090.       79.8957       4.94269       199.375       30.9421        7.6810        7.0675        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1093.       78.4783       4.93962       199.360       30.9296        7.6780        7.0649        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1097.       77.0545       4.93633       199.343       30.9154        7.6749        7.0622        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1100.       75.6266       4.93281       199.324       30.8996        7.6716        7.0593        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1103.       74.1979       4.92901       199.302       30.8813        7.6680        7.0561        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1107.       72.7716       4.92497       199.279       30.8614        7.6643        7.0528        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1110.       71.3505       4.92068       199.252       30.8393        7.6605        7.0493        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1113.       69.9401       4.91610       199.223       30.8147        7.6564        7.0456        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1117.       68.5419       4.91128       199.192       30.7879        7.6521        7.0418        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1120.       67.1589       4.90621       199.158       30.7587        7.6477        7.0377        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1123.       65.7989       4.90088       199.120       30.7268        7.6431        7.0335        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1127.       64.4614       4.89531       199.080       30.6924        7.6384        7.0292        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1130.       63.1493       4.88953       199.037       30.6555        7.6335        7.0247        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1133.       61.8728       4.88352       198.990       30.6156        7.6286        7.0201        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1137.       60.6291       4.87733       198.941       30.5732        7.6235        7.0154        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1140.       59.4210       4.87100       198.889       30.5282        7.6184        7.0106        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1143.       58.2610       4.86451       198.834       30.4802        7.6133        7.0058        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1147.       57.1437       4.85794       198.777       30.4298        7.6081        7.0009        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1150.       56.0718       4.85132       198.717       30.3771        7.6029        6.9960        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1153.       55.0597       4.84469       198.655       30.3224        7.5979        6.9912        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1157.       54.0994       4.83811       198.591       30.2660        7.5929        6.9864        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1160.       53.1935       4.83163       198.527       30.2086        7.5880        6.9818        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1163.       52.3577       4.82534       198.463       30.1507        7.5834        6.9773        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1167.       51.5819       4.81929       198.400       30.0934        7.5790        6.9730        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1170.       50.8680       4.81352       198.338       30.0371        7.5748        6.9689        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1173.       50.2329       4.80819       198.280       29.9840        7.5711        6.9652        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1177.       49.6642       4.80329       198.226       29.9338        7.5677        6.9619        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1180.       49.1635       4.79886       198.176       29.8876        7.5646        6.9589        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1183.       48.7481       4.79508       198.132       29.8473        7.5621        6.9563        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1187.       48.4037       4.79189       198.095       29.8126        7.5600        6.9542        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1190.       48.1313       4.78931       198.065       29.7842        7.5584        6.9525        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1193.       47.9482       4.78755       198.044       29.7645        7.5572        6.9514        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1197.       47.8388       4.78649       198.031       29.7526        7.5566        6.9507        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1200.       47.8033       4.78614       198.027       29.7487        7.5564        6.9505        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1203.       47.8585       4.78667       198.033       29.7545        7.5567        6.9508        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1207.       47.9877       4.78791       198.048       29.7682        7.5575        6.9516        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1210.       48.1906       4.78982       198.070       29.7891        7.5587        6.9528        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1213.       48.4828       4.79253       198.102       29.8182        7.5605        6.9546        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1217.       48.8472       4.79585       198.139       29.8531        7.5627        6.9569        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1220.       49.2827       4.79972       198.183       29.8930        7.5653        6.9595        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1223.       49.8036       4.80421       198.232       29.9381        7.5684        6.9626        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1227.       50.3926       4.80917       198.286       29.9870        7.5719        6.9660        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1230.       51.0482       4.81452       198.342       30.0383        7.5757        6.9697        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1233.       51.7829       4.82027       198.402       30.0914        7.5799        6.9738        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1237.       52.5796       4.82629       198.462       30.1455        7.5843        6.9781        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1240.       53.4366       4.83250       198.523       30.1992        7.5889        6.9826        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1243.       54.3639       4.83886       198.582       30.2518        7.5938        6.9872        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1247.       55.3459       4.84529       198.640       30.3024        7.5987        6.9919        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1250.       56.3801       4.85172       198.696       30.3512        7.6037        6.9967        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1253.       57.4744       4.85811       198.749       30.3969        7.6088        7.0014        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1257.       58.6144       4.86442       198.799       30.4398        7.6138        7.0061        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1260.       59.7975       4.87061       198.846       30.4799        7.6188        7.0108        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1263.       61.0292       4.87663       198.889       30.5165        7.6237        7.0154        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1267.       62.2969       4.88247       198.929       30.5505        7.6285        7.0198        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1270.       63.5977       4.88813       198.967       30.5818        7.6332        7.0241        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1273.       64.9348       4.89356       199.001       30.6103        7.6377        7.0283        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1277.       66.2978       4.89877       199.032       30.6364        7.6421        7.0324        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1280.       67.6838       4.90377       199.061       30.6607        7.6464        7.0363        9.7773      0.000000      0.000000     0.0000000      1.000000 
        1283.       69.0934       4.90853       199.088       30.6829        7.6504        7.0400        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1287.       70.5187       4.91308       199.112       30.7037        7.6543        7.0435        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1290.       71.9569       4.91741       199.136       30.7230        7.6581        7.0470        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1293.       73.4065       4.92150       199.157       30.7411        7.6617        7.0502        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1297.       74.8618       4.92538       199.178       30.7580        7.6651        7.0533        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1300.       76.3205       4.92907       199.197       30.7740        7.6684        7.0563        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1303.       77.7790       4.93253       199.215       30.7892        7.6715        7.0591        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1307.       79.2341       4.93581       199.232       30.8035        7.6745        7.0617        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1310.       80.6837       4.93889       199.248       30.8170        7.6773        7.0643        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1313.       82.1227       4.94179       199.264       30.8301        7.6800        7.0666        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1317.       83.5502       4.94452       199.279       30.8426        7.6825        7.0689        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1320.       84.9643       4.94710       199.293       30.8547        7.6849        7.0710        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1323.       86.3588       4.94949       199.307       30.8660        7.6872        7.0730        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1327.       87.7348       4.95175       199.320       30.8770        7.6893        7.0749        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1330.       89.0909       4.95388       199.332       30.8876        7.6914        7.0767        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1333.       90.4198       4.95585       199.344       30.8977        7.6933        7.0783        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1337.       91.7247       4.95769       199.355       30.9072        7.6950        7.0799        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1340.       93.0043       4.95944       199.366       30.9166        7.6967        7.0814        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1343.       94.2510       4.96104       199.377       30.9252        7.6983        7.0827        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1347.       95.4694       4.96257       199.387       30.9339        7.6998        7.0840        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1350.       96.6587       4.96398       199.396       30.9418        7.7012        7.0852        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1353.       97.8109       4.96529       199.405       30.9493        7.7025        7.0864        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1357.       98.9319       4.96653       199.414       30.9570        7.7038        7.0874        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1360.      100.0213       4.96768       199.422       30.9639        7.7049        7.0884        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1363.      101.0711       4.96875       199.430       30.9705        7.7060        7.0894        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1367.      102.0880       4.96977       199.438       30.9772        7.7070        7.0902        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1370.      103.0720       4.97071       199.445       30.9833        7.7080        7.0910        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1373.      104.0153       4.97158       199.452       30.9891        7.7089        7.0918        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1377.      104.9253       4.97241       199.459       30.9951        7.7097        7.0925        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1380.      105.8021       4.97318       199.465       31.0003        7.7105        7.0932        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1383.      106.6385       4.97388       199.471       31.0052        7.7112        7.0938        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1387.      107.4421       4.97455       199.476       31.0099        7.7119        7.0944        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1390.      108.2134       4.97518       199.482       31.0148        7.7126        7.0950        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1393.      108.9454       4.97578       199.487       31.0195        7.7132        7.0955        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1397.      109.6459       4.97632       199.492       31.0235        7.7137        7.0960        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1400.      110.3156       4.97682       199.497       31.0274        7.7143        7.0964        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1403.      110.9482       4.97730       199.501       31.0312        7.7148        7.0968        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1407.      111.5513       4.97776       199.506       31.0351        7.7152        7.0972        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1410.      112.1255       4.97820       199.510       31.0390        7.7157        7.0976        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1413.      112.6655       4.97858       199.514       31.0422        7.7161        7.0980        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1417.      113.1783       4.97894       199.517       31.0453        7.7165        7.0983        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1420.      113.6647       4.97929       199.521       31.0481        7.7168        7.0986        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1423.      114.1199       4.97960       199.524       31.0509        7.7172        7.0989        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1427.      114.5507       4.97990       199.527       31.0537        7.7175        7.0992        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1430.      114.9578       4.98020       199.531       31.0568        7.7178        7.0994        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1433.      115.3371       4.98048       199.534       31.0596        7.7181        7.0997        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1437.      115.6946       4.98073       199.537       31.0619        7.7183        7.0999        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1440.      116.0313       4.98096       199.539       31.0640        7.7186        7.1001        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1443.      116.3436       4.98117       199.542       31.0661        7.7188        7.1003        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1447.      116.6369       4.98137       199.544       31.0680        7.7190        7.1005        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1450.      116.9121       4.98155       199.546       31.0700        7.7192        7.1006        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1453.      117.1663       4.98173       199.548       31.0717        7.7194        7.1008        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1457.      117.4041       4.98189       199.550       31.0734        7.7196        7.1009        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1460.      117.6265       4.98205       199.552       31.0750        7.7198        7.1011        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1463.      117.8309       4.98219       199.554       31.0765        7.7199        7.1012        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1467.      118.0216       4.98232       199.556       31.0779        7.7200        7.1013        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1470.      118.1993       4.98244       199.557       31.0793        7.7202        7.1014        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1473.      118.3619       4.98256       199.559       31.0806        7.7203        7.1015        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1477.      118.5130       4.98267       199.560       31.0819        7.7204        7.1016        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1480.      118.6534       4.98279       199.562       31.0836        7.7205        7.1017        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1483.      118.7813       4.98291       199.564       31.0852        7.7206        7.1018        9.9352      0.000000      0.000000     0.0000000      1.000000 
        1487.      118.8997       4.98299       199.565       31.0861        7.7207        7.1019        9.9352      0.000000      0.000000     0.0000000      1.000000 
