%
%
% Run:EXP   Table:LINE1             SWAN version:41.20AB
%
%       Dist          Depth         Hsig          Dir           Dspr          Tm01          Tm02          RTpeak      X-Vel         Y-Vel           Ssurf         Qb            Sfric    
%       [m]           [m]           [m]           [degr]        [degr]        [sec]         [sec]         [sec]         [m/s]         [m/s]         [m2/s]        [ ]           [m2/s]   
%
         100.        6.1000       4.37116       189.566        2.5402        9.9352        9.9352        9.9352      0.000000      0.000000     0.0911277      0.183081     0.0000000 
         103.        6.3000       4.42535       189.700        2.5482        9.9352        9.9352        9.9352      0.000000      0.000000     0.0870513      0.164015     0.0000000 
         107.        6.5000       4.47512       189.831        2.5543        9.9352        9.9352        9.9352      0.000000      0.000000     0.0827094      0.146339     0.0000000 
         110.        6.7000       4.52056       189.960        2.5589        9.9352        9.9352        9.9352      0.000000      0.000000     0.0781486      0.129993     0.0000000 
         113.        6.9000       4.56101       190.085        2.5631        9.9352        9.9352        9.9352      0.000000      0.000000     0.0733924      0.115166     0.0000000 
         117.        7.1000       4.59737       190.208        2.5658        9.9352        9.9352        9.9352      0.000000      0.000000     0.0685310      0.101544     0.0000000 
         120.        7.3000       4.62977       190.328        2.5672        9.9352        9.9352        9.9352      0.000000      0.000000     0.0636133      0.089074     0.0000000 
         123.        7.5000       4.65768       190.453        2.5772        9.9352        9.9352        9.9352      0.000000      0.000000     0.0586953      0.077915     0.0000000 
         127.        7.7000       4.68200       190.575        2.5857        9.9352        9.9352        9.9352      0.000000      0.000000     0.0538296      0.067786     0.0000000 
         130.        7.9000       4.70291       190.696        2.5935        9.9352        9.9352        9.9352      0.000000      0.000000     0.0490581      0.058633     0.0000000 
         133.        8.1000       4.72001       190.814        2.6010        9.9352        9.9352        9.9352      0.000000      0.000000     0.0444524      0.050577     0.0000000 
         137.        8.3000       4.73415       190.930        2.6074        9.9352        9.9352        9.9352      0.000000      0.000000     0.0400228      0.043368     0.0000000 
         140.        8.5000       4.74553       191.044        2.6125        9.9352        9.9352        9.9352      0.000000      0.000000     0.0357967      0.036951     0.0000000 
         143.        8.7000       4.75390       191.156        2.6179        9.9352        9.9352        9.9352      0.000000      0.000000     0.0318452      0.031404     0.0000000 
         147.        8.9000       4.76000       191.265        2.6220        9.9352        9.9352        9.9352      0.000000      0.000000     0.0281410      0.026519     0.0000000 
         150.        9.1000       4.76402       191.373        2.6252        9.9352        9.9352        9.9352      0.000000      0.000000     0.0246945      0.022238     0.0000000 
         153.        9.3000       4.76583       191.478        2.6280        9.9352        9.9352        9.9352      0.000000      0.000000     0.0215637      0.018610     0.0000000 
         157.        9.5000       4.76604       191.582        2.6304        9.9352        9.9352        9.9352      0.000000      0.000000     0.0186941      0.015462     0.0000000 
         160.        9.7000       4.76480       191.683        2.6311        9.9352        9.9352        9.9352      0.000000      0.000000     0.0160835      0.012747     0.0000000 
         163.        9.9000       4.76210       191.782        2.6320        9.9352        9.9352        9.9352      0.000000      0.000000     0.0137766      0.010492     0.0000000 
         167.       10.1000       4.75835       191.880        2.6320        9.9352        9.9352        9.9352      0.000000      0.000000     0.0117129      0.008571     0.0000000 
         170.       10.3000       4.75371       191.975        2.6311        9.9352        9.9352        9.9352      0.000000      0.000000     0.0098806      0.006945     0.0000000 
         173.       10.5000       4.74820       192.073        2.6352        9.9352        9.9352        9.9352      0.000000      0.000000     0.0083068      0.005624     0.0000000 
         177.       10.7000       4.74212       192.171        2.6400        9.9352        9.9352        9.9352      0.000000      0.000000     0.0069307      0.004519     0.0000000 
         180.       10.9000       4.73557       192.267        2.6446        9.9352        9.9352        9.9352      0.000000      0.000000     0.0057362      0.003600     0.0000000 
         183.       11.1000       4.72861       192.362        2.6487        9.9352        9.9352        9.9352      0.000000      0.000000     0.0047369      0.002870     0.0000000 
         187.       11.3000       4.72140       192.455        2.6523        9.9352        9.9352        9.9352      0.000000      0.000000     0.0038813      0.002269     0.0000000 
         190.       11.5000       4.71403       192.547        2.6556        9.9352        9.9352        9.9352      0.000000      0.000000     0.0031541      0.001779     0.0000000 
         193.       11.7000       4.70655       192.637        2.6582        9.9352        9.9352        9.9352      0.000000      0.000000     0.0025603      0.001396     0.0000000 
         197.       11.9000       4.69905       192.726        2.6609        9.9352        9.9352        9.9352      0.000000      0.000000     0.0020619      0.001087     0.0000000 
         200.       12.1000       4.69157       192.813        2.6629        9.9352        9.9352        9.9352      0.000000      0.000000     0.0016463      0.000839     0.0000000 
         203.       12.3000       4.68416       192.899        2.6647        9.9352        9.9352        9.9352      0.000000      0.000000     0.0013147      0.000649     0.0000000 
         207.       12.5000       4.67686       192.984        2.6663        9.9352        9.9352        9.9352      0.000000      0.000000     0.0010413      0.000498     0.0000000 
         210.       12.7000       4.66968       193.067        2.6668        9.9352        9.9352        9.9352      0.000000      0.000000     0.0008175      0.000378     0.0000000 
         213.       12.9000       4.66268       193.149        2.6675        9.9352        9.9352        9.9352      0.000000      0.000000     0.0006426      0.000288     0.0000000 
         217.       13.1000       4.65585       193.229        2.6678        9.9352        9.9352        9.9352      0.000000      0.000000     0.0005009      0.000218     0.0000000 
         220.       13.3000       4.64919       193.308        2.6673        9.9352        9.9352        9.9352      0.000000      0.000000     0.0003869      0.000163     0.0000000 
         223.       13.5000       4.64275       193.386        2.6669        9.9352        9.9352        9.9352      0.000000      0.000000     0.0002995      0.000123     0.0000000 
         227.       13.7000       4.63650       193.463        2.6659        9.9352        9.9352        9.9352      0.000000      0.000000     0.0002299      0.000091     0.0000000 
         230.       13.9000       4.63045       193.538        2.6645        9.9352        9.9352        9.9352      0.000000      0.000000     0.0001748      0.000067     0.0000000 
         233.       14.1000       4.62463       193.613        2.6632        9.9352        9.9352        9.9352      0.000000      0.000000     0.0001334      0.000050     0.0000000 
         237.       14.3000       4.61900       193.686        2.6614        9.9352        9.9352        9.9352      0.000000      0.000000     0.0001008      0.000037     0.0000000 
         240.       14.5000       4.61356       193.760        2.6614        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000755      0.000027     0.0000000 
         243.       14.7000       4.60835       193.835        2.6641        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000568      0.000020     0.0000000 
         247.       14.9000       4.60333       193.909        2.6661        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000423      0.000014     0.0000000 
         250.       15.1000       4.59849       193.982        2.6679        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000312      0.000010     0.0000000 
         253.       15.3000       4.59387       194.054        2.6696        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000232      0.000007     0.0000000 
         257.       15.5000       4.58942       194.125        2.6710        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000170      0.000005     0.0000000 
         260.       15.7000       4.58515       194.195        2.6720        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000124      0.000004     0.0000000 
         263.       15.9000       4.58107       194.264        2.6732        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000090      0.000003     0.0000000 
         267.       16.1000       4.57715       194.332        2.6740        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000066      0.000002     0.0000000 
         270.       16.3000       4.57339       194.399        2.6746        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000047      0.000001     0.0000000 
         273.       16.5000       4.56982       194.466        2.6752        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000034      0.000001     0.0000000 
         277.       16.7000       4.56639       194.531        2.6752        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000024      0.000001     0.0000000 
         280.       16.9000       4.56311       194.596        2.6752        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000017      0.000000     0.0000000 
         283.       17.1000       4.56000       194.660        2.6752        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000012      0.000000     0.0000000 
         287.       17.3000       4.55702       194.723        2.6746        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000009      0.000000     0.0000000 
         290.       17.5000       4.55418       194.785        2.6742        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000006      0.000000     0.0000000 
         293.       17.7000       4.55149       194.846        2.6738        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000004      0.000000     0.0000000 
         297.       17.9000       4.54893       194.907        2.6729        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000003      0.000000     0.0000000 
         300.       18.1000       4.54649       194.966        2.6716        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000002      0.000000     0.0000000 
         303.       18.3000       4.54419       195.025        2.6705        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000001      0.000000     0.0000000 
         307.       18.5000       4.54201       195.083        2.6691        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000001      0.000000     0.0000000 
         310.       18.7000       4.53994       195.140        2.6674        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000001      0.000000     0.0000000 
         313.       18.9000       4.53800       195.197        2.6658        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         317.       19.1000       4.53617       195.253        2.6641        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         320.       19.3000       4.53444       195.308        2.6619        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         323.       19.5000       4.53284       195.362        2.6597        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         327.       19.7000       4.53133       195.416        2.6585        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         330.       19.9000       4.52992       195.472        2.6591        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         333.       20.1000       4.52862       195.527        2.6592        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         337.       20.3000       4.52741       195.581        2.6598        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         340.       20.5000       4.52630       195.635        2.6603        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         343.       20.7000       4.52528       195.688        2.6603        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         347.       20.9000       4.52436       195.740        2.6606        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         350.       21.1000       4.52351       195.792        2.6606        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         353.       21.3000       4.52276       195.843        2.6609        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         357.       21.5000       4.52210       195.893        2.6604        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         360.       21.7000       4.52150       195.943        2.6601        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         363.       21.9000       4.52100       195.993        2.6602        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         367.       22.1000       4.52057       196.042        2.6595        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         370.       22.3000       4.52022       196.090        2.6591        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         373.       22.5000       4.51994       196.138        2.6588        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         377.       22.7000       4.51974       196.185        2.6582        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         380.       22.9000       4.51960       196.231        2.6572        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         383.       23.1000       4.51954       196.277        2.6565        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         387.       23.3000       4.51955       196.323        2.6557        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         390.       23.5000       4.51961       196.368        2.6545        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         393.       23.7000       4.51975       196.412        2.6538        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         397.       23.9000       4.51995       196.456        2.6526        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         400.       24.1000       4.52021       196.499        2.6515        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         403.       24.3000       4.52053       196.542        2.6500        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         407.       24.5000       4.52091       196.584        2.6487        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         410.       24.7000       4.52135       196.626        2.6473        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         413.       24.9000       4.52185       196.668        2.6460        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         417.       25.1000       4.52240       196.708        2.6445        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         420.       25.3000       4.52300       196.749        2.6427        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         423.       25.5000       4.52366       196.788        2.6411        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         427.       25.7000       4.52437       196.828        2.6393        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         430.       25.9000       4.52513       196.867        2.6378        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         433.       26.1000       4.52594       196.905        2.6363        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         437.       26.3000       4.52680       196.945        2.6361        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         440.       26.5000       4.52771       196.984        2.6358        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         443.       26.7000       4.52866       197.022        2.6357        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         447.       26.9000       4.52966       197.060        2.6351        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         450.       27.1000       4.53070       197.098        2.6348        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         453.       27.3000       4.53179       197.135        2.6345        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         457.       27.5000       4.53292       197.171        2.6342        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         460.       27.7000       4.53409       197.208        2.6337        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         463.       27.9000       4.53531       197.244        2.6332        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         467.       28.1000       4.53656       197.279        2.6328        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         470.       28.3000       4.53785       197.314        2.6323        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         473.       28.5000       4.53918       197.349        2.6316        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         477.       28.7000       4.54054       197.383        2.6311        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         480.       28.9000       4.54195       197.417        2.6307        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         483.       29.1000       4.54339       197.450        2.6299        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         487.       29.3000       4.54486       197.483        2.6295        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         490.       29.5000       4.54637       197.516        2.6286        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         493.       29.7000       4.54791       197.548        2.6283        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         497.       29.9000       4.54948       197.580        2.6271        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         500.       30.1000       4.55109       197.612        2.6265        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         503.       30.3000       4.55273       197.643        2.6256        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         507.       30.5000       4.55439       197.674        2.6250        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         510.       30.7000       4.55609       197.704        2.6241        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         513.       30.9000       4.55782       197.734        2.6233        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         517.       31.1000       4.55957       197.764        2.6220        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         520.       31.3000       4.56135       197.793        2.6212        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         523.       31.5000       4.56316       197.822        2.6204        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         527.       31.7000       4.56499       197.851        2.6196        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         530.       31.9000       4.56685       197.879        2.6185        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         533.       32.1000       4.56874       197.907        2.6176        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         537.       32.3000       4.57065       197.935        2.6164        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         540.       32.5000       4.57258       197.962        2.6155        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         543.       32.7000       4.57454       197.989        2.6146        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         547.       32.9000       4.57652       198.016        2.6132        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         550.       33.1000       4.57851       198.042        2.6122        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         553.       33.3000       4.58054       198.068        2.6116        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         557.       33.5000       4.58258       198.094        2.6109        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         560.       33.7000       4.58464       198.120        2.6106        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         563.       33.9000       4.58672       198.145        2.6101        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         567.       34.1000       4.58882       198.170        2.6099        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         570.       34.3000       4.59094       198.195        2.6092        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         573.       34.5000       4.59307       198.220        2.6088        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         577.       34.7000       4.59523       198.244        2.6085        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         580.       34.9000       4.59740       198.268        2.6078        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         583.       35.1000       4.59958       198.292        2.6074        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         587.       35.3000       4.60178       198.315        2.6070        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         590.       35.5000       4.60400       198.338        2.6063        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         593.       35.7000       4.60623       198.361        2.6061        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         597.       35.9000       4.60847       198.383        2.6055        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         600.       36.1000       4.61073       198.405        2.6050        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         603.       36.3000       4.61300       198.427        2.6045        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         607.       36.5000       4.61528       198.449        2.6040        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         610.       36.7000       4.61757       198.470        2.6035        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         613.       36.9000       4.61988       198.491        2.6029        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         617.       37.1000       4.62220       198.512        2.6026        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         620.       37.3000       4.62452       198.533        2.6019        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         623.       37.5000       4.62686       198.553        2.6014        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         627.       37.7000       4.62920       198.573        2.6009        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         630.       37.9000       4.63156       198.593        2.6005        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         633.       38.1000       4.63392       198.612        2.6002        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         637.       38.3000       4.63629       198.631        2.5994        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         640.       38.5000       4.63866       198.650        2.5986        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         643.       38.7000       4.64105       198.669        2.5980        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         647.       38.9000       4.64344       198.687        2.5975        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         650.       39.1000       4.64584       198.706        2.5974        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         653.       39.3000       4.64824       198.724        2.5968        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         657.       39.5000       4.65065       198.741        2.5959        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         660.       39.7000       4.65306       198.759        2.5955        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         663.       39.9000       4.65547       198.776        2.5950        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         667.       40.1000       4.65789       198.793        2.5945        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         670.       40.3000       4.66032       198.810        2.5938        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         673.       40.5000       4.66274       198.827        2.5935        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         677.       40.7000       4.66517       198.843        2.5926        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         680.       40.9000       4.66760       198.859        2.5924        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
         683.       41.1000       4.67004       198.875        2.5922        9.9352        9.9352        9.9352      0.000000      0.000000     0.0000000      0.000000     0.0000000 
