%
%
% Run:EXP   Table:LINE1             SWAN version:41.20AB
%
%       Dist          Depth         Hsig          Dir           Dspr          Tm01          Tm02          RTpeak      X-Vel         Y-Vel           Ssurf         Qb       
%       [m]           [m]           [m]           [degr]        [degr]        [sec]         [sec]         [sec]         [m/s]         [m/s]         [m2/s]        [ ]      
%
         740.       96.3602       4.95158       199.095       30.6939        7.6913        7.0761        9.9352      0.000000      0.000000     0.0000000      0.000000 
         743.       96.9874       4.95246       199.103       30.7012        7.6922        7.0768        9.9352      0.000000      0.000000     0.0000000      0.000000 
         747.       97.6027       4.95331       199.112       30.7085        7.6930        7.0776        9.9352      0.000000      0.000000     0.0000000      0.000000 
         750.       98.2061       4.95416       199.120       30.7161        7.6938        7.0783        9.9352      0.000000      0.000000     0.0000000      0.000000 
         753.       98.7950       4.95496       199.129       30.7233        7.6946        7.0790        9.9352      0.000000      0.000000     0.0000000      0.000000 
         757.       99.3722       4.95572       199.136       30.7298        7.6954        7.0796        9.9352      0.000000      0.000000     0.0000000      0.000000 
         760.       99.9377       4.95644       199.143       30.7361        7.6961        7.0802        9.9352      0.000000      0.000000     0.0000000      0.000000 
         763.      100.4890       4.95715       199.150       30.7424        7.6968        7.0808        9.9352      0.000000      0.000000     0.0000000      0.000000 
         767.      101.0288       4.95784       199.158       30.7490        7.6975        7.0814        9.9352      0.000000      0.000000     0.0000000      0.000000 
         770.      101.5572       4.95853       199.166       30.7556        7.6981        7.0820        9.9352      0.000000      0.000000     0.0000000      0.000000 
         773.      102.0717       4.95915       199.172       30.7612        7.6988        7.0826        9.9352      0.000000      0.000000     0.0000000      0.000000 
         777.      102.5750       4.95975       199.178       30.7667        7.6994        7.0831        9.9352      0.000000      0.000000     0.0000000      0.000000 
         780.      103.0672       4.96033       199.185       30.7720        7.7000        7.0836        9.9352      0.000000      0.000000     0.0000000      0.000000 
         783.      103.5459       4.96089       199.191       30.7772        7.7005        7.0841        9.9352      0.000000      0.000000     0.0000000      0.000000 
         787.      104.0138       4.96145       199.197       30.7825        7.7011        7.0846        9.9352      0.000000      0.000000     0.0000000      0.000000 
         790.      104.4709       4.96200       199.203       30.7882        7.7016        7.0850        9.9352      0.000000      0.000000     0.0000000      0.000000 
         793.      104.9149       4.96253       199.210       30.7937        7.7021        7.0855        9.9352      0.000000      0.000000     0.0000000      0.000000 
         797.      105.3484       4.96302       199.215       30.7985        7.7026        7.0859        9.9352      0.000000      0.000000     0.0000000      0.000000 
         800.      105.7715       4.96350       199.221       30.8031        7.7031        7.0863        9.9352      0.000000      0.000000     0.0000000      0.000000 
         803.      106.1820       4.96395       199.226       30.8076        7.7036        7.0867        9.9352      0.000000      0.000000     0.0000000      0.000000 
         807.      106.5823       4.96440       199.231       30.8120        7.7041        7.0871        9.9352      0.000000      0.000000     0.0000000      0.000000 
         810.      106.9725       4.96483       199.236       30.8164        7.7045        7.0875        9.9352      0.000000      0.000000     0.0000000      0.000000 
         813.      107.3506       4.96526       199.241       30.8208        7.7049        7.0878        9.9352      0.000000      0.000000     0.0000000      0.000000 
         817.      107.7188       4.96569       199.247       30.8257        7.7053        7.0882        9.9352      0.000000      0.000000     0.0000000      0.000000 
         820.      108.0773       4.96612       199.253       30.8306        7.7057        7.0886        9.9352      0.000000      0.000000     0.0000000      0.000000 
         823.      108.4239       4.96650       199.257       30.8347        7.7061        7.0889        9.9352      0.000000      0.000000     0.0000000      0.000000 
         827.      108.7610       4.96687       199.262       30.8386        7.7065        7.0892        9.9352      0.000000      0.000000     0.0000000      0.000000 
         830.      109.0886       4.96723       199.266       30.8425        7.7069        7.0895        9.9352      0.000000      0.000000     0.0000000      0.000000 
         833.      109.4047       4.96758       199.271       30.8463        7.7073        7.0899        9.9352      0.000000      0.000000     0.0000000      0.000000 
         837.      109.7114       4.96792       199.275       30.8501        7.7076        7.0902        9.9352      0.000000      0.000000     0.0000000      0.000000 
         840.      110.0088       4.96825       199.280       30.8538        7.7079        7.0904        9.9352      0.000000      0.000000     0.0000000      0.000000 
         843.      110.2949       4.96857       199.284       30.8575        7.7083        7.0907        9.9352      0.000000      0.000000     0.0000000      0.000000 
         847.      110.5718       4.96888       199.288       30.8611        7.7086        7.0910        9.9352      0.000000      0.000000     0.0000000      0.000000 
         850.      110.8395       4.96919       199.292       30.8647        7.7089        7.0913        9.9352      0.000000      0.000000     0.0000000      0.000000 
         853.      111.0959       4.96949       199.297       30.8684        7.7092        7.0915        9.9352      0.000000      0.000000     0.0000000      0.000000 
         857.      111.3431       4.96980       199.302       30.8726        7.7095        7.0918        9.9352      0.000000      0.000000     0.0000000      0.000000 
         860.      111.5810       4.97012       199.307       30.8769        7.7098        7.0921        9.9352      0.000000      0.000000     0.0000000      0.000000 
         863.      111.8075       4.97039       199.311       30.8804        7.7101        7.0923        9.9352      0.000000      0.000000     0.0000000      0.000000 
         867.      112.0247       4.97066       199.315       30.8837        7.7104        7.0925        9.9352      0.000000      0.000000     0.0000000      0.000000 
         870.      112.2323       4.97092       199.318       30.8870        7.7107        7.0928        9.9352      0.000000      0.000000     0.0000000      0.000000 
         873.      112.4282       4.97116       199.322       30.8903        7.7109        7.0930        9.9352      0.000000      0.000000     0.0000000      0.000000 
         877.      112.6145       4.97140       199.326       30.8936        7.7112        7.0932        9.9352      0.000000      0.000000     0.0000000      0.000000 
         880.      112.7908       4.97164       199.330       30.8968        7.7114        7.0934        9.9352      0.000000      0.000000     0.0000000      0.000000 
         883.      112.9549       4.97186       199.334       30.8999        7.7116        7.0936        9.9352      0.000000      0.000000     0.0000000      0.000000 
         887.      113.1087       4.97207       199.337       30.9030        7.7119        7.0938        9.9352      0.000000      0.000000     0.0000000      0.000000 
         890.      113.2520       4.97227       199.341       30.9060        7.7121        7.0940        9.9352      0.000000      0.000000     0.0000000      0.000000 
         893.      113.3821       4.97247       199.344       30.9090        7.7123        7.0942        9.9352      0.000000      0.000000     0.0000000      0.000000 
         897.      113.5013       4.97265       199.347       30.9118        7.7125        7.0943        9.9352      0.000000      0.000000     0.0000000      0.000000 
         900.      113.6090       4.97282       199.350       30.9146        7.7127        7.0945        9.9352      0.000000      0.000000     0.0000000      0.000000 
         903.      113.7025       4.97297       199.353       30.9171        7.7128        7.0946        9.9352      0.000000      0.000000     0.0000000      0.000000 
         907.      113.7839       4.97310       199.356       30.9193        7.7130        7.0947        9.9352      0.000000      0.000000     0.0000000      0.000000 
         910.      113.8528       4.97322       199.358       30.9213        7.7131        7.0948        9.9352      0.000000      0.000000     0.0000000      0.000000 
         913.      113.9060       4.97331       199.360       30.9229        7.7132        7.0949        9.9352      0.000000      0.000000     0.0000000      0.000000 
         917.      113.9457       4.97338       199.361       30.9241        7.7133        7.0950        9.9352      0.000000      0.000000     0.0000000      0.000000 
         920.      113.9716       4.97343       199.362       30.9249        7.7134        7.0950        9.9352      0.000000      0.000000     0.0000000      0.000000 
         923.      113.9798       4.97345       199.362       30.9252        7.7134        7.0951        9.9352      0.000000      0.000000     0.0000000      0.000000 
         927.      113.9730       4.97346       199.363       30.9255        7.7134        7.0951        9.9352      0.000000      0.000000     0.0000000      0.000000 
         930.      113.9507       4.97347       199.363       30.9261        7.7134        7.0951        9.9352      0.000000      0.000000     0.0000000      0.000000 
         933.      113.9086       4.97350       199.365       30.9270        7.7134        7.0951        9.9352      0.000000      0.000000     0.0000000      0.000000 
         937.      113.8496       4.97353       199.366       30.9283        7.7135        7.0951        9.9352      0.000000      0.000000     0.0000000      0.000000 
         940.      113.7731       4.97357       199.368       30.9299        7.7135        7.0952        9.9352      0.000000      0.000000     0.0000000      0.000000 
         943.      113.6743       4.97362       199.370       30.9318        7.7136        7.0952        9.9352      0.000000      0.000000     0.0000000      0.000000 
         947.      113.5565       4.97366       199.372       30.9339        7.7136        7.0953        9.9352      0.000000      0.000000     0.0000000      0.000000 
         950.      113.4191       4.97371       199.375       30.9363        7.7137        7.0953        9.9352      0.000000      0.000000     0.0000000      0.000000 
         953.      113.2565       4.97375       199.378       30.9388        7.7137        7.0953        9.9352      0.000000      0.000000     0.0000000      0.000000 
         957.      113.0726       4.97379       199.381       30.9415        7.7137        7.0954        9.9352      0.000000      0.000000     0.0000000      0.000000 
         960.      112.8667       4.97383       199.384       30.9442        7.7138        7.0954        9.9352      0.000000      0.000000     0.0000000      0.000000 
         963.      112.6326       4.97385       199.387       30.9471        7.7138        7.0954        9.9352      0.000000      0.000000     0.0000000      0.000000 
         967.      112.3748       4.97387       199.391       30.9499        7.7138        7.0954        9.9352      0.000000      0.000000     0.0000000      0.000000 
         970.      112.0924       4.97388       199.394       30.9529        7.7138        7.0954        9.9352      0.000000      0.000000     0.0000000      0.000000 
         973.      111.7788       4.97387       199.398       30.9559        7.7138        7.0954        9.9352      0.000000      0.000000     0.0000000      0.000000 
         977.      111.4389       4.97386       199.401       30.9593        7.7137        7.0954        9.9352      0.000000      0.000000     0.0000000      0.000000 
         980.      111.0719       4.97386       199.405       30.9629        7.7137        7.0953        9.9352      0.000000      0.000000     0.0000000      0.000000 
         983.      110.6707       4.97381       199.409       30.9661        7.7136        7.0953        9.9352      0.000000      0.000000     0.0000000      0.000000 
         987.      110.2406       4.97374       199.413       30.9692        7.7135        7.0952        9.9352      0.000000      0.000000     0.0000000      0.000000 
         990.      109.7811       4.97365       199.416       30.9724        7.7134        7.0951        9.9352      0.000000      0.000000     0.0000000      0.000000 
         993.      109.2845       4.97354       199.420       30.9754        7.7132        7.0950        9.9352      0.000000      0.000000     0.0000000      0.000000 
         997.      108.7568       4.97340       199.423       30.9784        7.7131        7.0949        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1000.      108.1975       4.97327       199.427       30.9819        7.7129        7.0947        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1003.      107.5986       4.97311       199.431       30.9853        7.7126        7.0945        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1007.      106.9667       4.97289       199.434       30.9883        7.7124        7.0943        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1010.      106.3015       4.97265       199.438       30.9912        7.7121        7.0941        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1013.      105.5948       4.97235       199.441       30.9940        7.7117        7.0938        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1017.      104.8539       4.97204       199.444       30.9970        7.7114        7.0935        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1020.      104.0784       4.97171       199.448       31.0001        7.7110        7.0932        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1023.      103.2604       4.97129       199.451       31.0027        7.7105        7.0928        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1027.      102.4075       4.97083       199.453       31.0051        7.7099        7.0924        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1030.      101.5199       4.97034       199.456       31.0078        7.7094        7.0919        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1033.      100.5896       4.96978       199.459       31.0100        7.7087        7.0913        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1037.       99.6249       4.96914       199.461       31.0119        7.7080        7.0908        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1040.       98.6259       4.96845       199.463       31.0139        7.7072        7.0901        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1043.       97.5856       4.96768       199.465       31.0155        7.7064        7.0894        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1047.       96.5123       4.96681       199.466       31.0164        7.7054        7.0886        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1050.       95.4066       4.96588       199.467       31.0175        7.7044        7.0877        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1053.       94.2622       4.96484       199.467       31.0180        7.7033        7.0868        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1057.       93.0875       4.96368       199.467       31.0177        7.7021        7.0858        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1060.       91.8834       4.96243       199.466       31.0174        7.7007        7.0846        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1063.       90.6450       4.96104       199.465       31.0162        7.6993        7.0834        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1067.       89.3801       4.95952       199.462       31.0145        7.6977        7.0820        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1070.       88.0903       4.95788       199.459       31.0122        7.6960        7.0806        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1073.       86.7721       4.95607       199.455       31.0090        7.6941        7.0790        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1077.       85.4329       4.95409       199.450       31.0048        7.6921        7.0773        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1080.       84.0743       4.95195       199.444       30.9998        7.6900        7.0754        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1083.       82.6951       4.94961       199.436       30.9935        7.6877        7.0734        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1087.       81.3015       4.94708       199.427       30.9861        7.6852        7.0712        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1090.       79.8957       4.94437       199.417       30.9777        7.6826        7.0689        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1093.       78.4783       4.94141       199.405       30.9678        7.6797        7.0664        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1097.       77.0545       4.93824       199.391       30.9564        7.6767        7.0638        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1100.       75.6266       4.93485       199.375       30.9436        7.6735        7.0610        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1103.       74.1979       4.93119       199.358       30.9290        7.6701        7.0579        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1107.       72.7716       4.92732       199.338       30.9128        7.6666        7.0548        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1110.       71.3505       4.92322       199.317       30.8950        7.6629        7.0514        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1113.       69.9401       4.91885       199.293       30.8752        7.6590        7.0479        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1117.       68.5419       4.91425       199.267       30.8537        7.6550        7.0443        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1120.       67.1589       4.90942       199.239       30.8304        7.6508        7.0404        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1123.       65.7989       4.90436       199.209       30.8050        7.6465        7.0365        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1127.       64.4614       4.89909       199.176       30.7778        7.6420        7.0324        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1130.       63.1493       4.89365       199.142       30.7490        7.6375        7.0282        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1133.       61.8728       4.88801       199.105       30.7180        7.6329        7.0239        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1137.       60.6291       4.88222       199.066       30.6852        7.6282        7.0195        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1140.       59.4210       4.87632       199.025       30.6511        7.6235        7.0151        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1143.       58.2610       4.87031       198.982       30.6146        7.6188        7.0107        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1147.       57.1437       4.86424       198.938       30.5768        7.6141        7.0062        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1150.       56.0718       4.85815       198.891       30.5376        7.6094        7.0017        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1153.       55.0597       4.85207       198.844       30.4968        7.6048        6.9973        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1157.       54.0994       4.84605       198.795       30.4546        7.6003        6.9930        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1160.       53.1935       4.84011       198.745       30.4114        7.5959        6.9887        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1163.       52.3577       4.83433       198.694       30.3673        7.5916        6.9846        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1167.       51.5819       4.82875       198.643       30.3228        7.5875        6.9807        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1170.       50.8680       4.82339       198.592       30.2782        7.5836        6.9769        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1173.       50.2329       4.81839       198.542       30.2344        7.5800        6.9733        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1177.       49.6642       4.81373       198.494       30.1916        7.5767        6.9701        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1180.       49.1635       4.80946       198.449       30.1507        7.5736        6.9671        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1183.       48.7481       4.80575       198.407       30.1132        7.5710        6.9645        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1187.       48.4037       4.80255       198.370       30.0795        7.5687        6.9623        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1190.       48.1313       4.79991       198.338       30.0505        7.5669        6.9605        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1193.       47.9482       4.79803       198.314       30.0284        7.5655        6.9592        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1197.       47.8388       4.79685       198.298       30.0137        7.5647        6.9583        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1200.       47.8033       4.79646       198.293       30.0088        7.5645        6.9581        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1203.       47.8585       4.79706       198.301       30.0163        7.5649        6.9585        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1207.       47.9877       4.79842       198.319       30.0326        7.5658        6.9594        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1210.       48.1906       4.80045       198.344       30.0555        7.5673        6.9608        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1213.       48.4828       4.80321       198.376       30.0850        7.5692        6.9627        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1217.       48.8472       4.80651       198.414       30.1186        7.5715        6.9651        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1220.       49.2827       4.81030       198.455       30.1553        7.5743        6.9677        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1223.       49.8036       4.81462       198.500       30.1948        7.5774        6.9708        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1227.       50.3926       4.81931       198.547       30.2358        7.5808        6.9741        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1230.       51.0482       4.82432       198.594       30.2773        7.5845        6.9776        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1233.       51.7829       4.82964       198.642       30.3188        7.5884        6.9814        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1237.       52.5796       4.83517       198.690       30.3597        7.5925        6.9854        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1240.       53.4366       4.84085       198.737       30.3997        7.5968        6.9895        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1243.       54.3639       4.84666       198.782       30.4380        7.6011        6.9937        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1247.       55.3459       4.85252       198.826       30.4745        7.6056        6.9980        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1250.       56.3801       4.85840       198.867       30.5094        7.6101        7.0023        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1253.       57.4744       4.86426       198.907       30.5419        7.6147        7.0066        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1257.       58.6144       4.87006       198.943       30.5724        7.6193        7.0109        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1260.       59.7975       4.87577       198.978       30.6010        7.6238        7.0151        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1263.       61.0292       4.88135       199.010       30.6272        7.6283        7.0193        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1267.       62.2969       4.88680       199.040       30.6516        7.6327        7.0234        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1270.       63.5977       4.89210       199.068       30.6743        7.6370        7.0275        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1273.       64.9348       4.89720       199.094       30.6951        7.6412        7.0314        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1277.       66.2978       4.90213       199.118       30.7144        7.6453        7.0352        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1280.       67.6838       4.90687       199.140       30.7324        7.6493        7.0388        9.7773      0.000000      0.000000     0.0000000      0.000000 
        1283.       69.0934       4.91140       199.161       30.7493        7.6532        7.0424        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1287.       70.5187       4.91574       199.180       30.7652        7.6569        7.0458        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1290.       71.9569       4.91989       199.199       30.7803        7.6605        7.0490        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1293.       73.4065       4.92381       199.216       30.7945        7.6639        7.0521        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1297.       74.8618       4.92755       199.233       30.8079        7.6672        7.0551        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1300.       76.3205       4.93111       199.249       30.8208        7.6703        7.0580        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1303.       77.7790       4.93445       199.264       30.8332        7.6733        7.0606        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1307.       79.2341       4.93761       199.278       30.8450        7.6762        7.0632        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1310.       80.6837       4.94060       199.292       30.8562        7.6789        7.0656        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1313.       82.1227       4.94340       199.305       30.8673        7.6815        7.0679        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1317.       83.5502       4.94605       199.318       30.8778        7.6839        7.0701        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1320.       84.9643       4.94855       199.330       30.8882        7.6863        7.0722        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1323.       86.3588       4.95088       199.342       30.8979        7.6885        7.0741        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1327.       87.7348       4.95307       199.353       30.9075        7.6905        7.0759        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1330.       89.0909       4.95514       199.364       30.9168        7.6925        7.0777        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1333.       90.4198       4.95706       199.375       30.9258        7.6944        7.0793        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1337.       91.7247       4.95885       199.385       30.9342        7.6961        7.0808        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1340.       93.0043       4.96055       199.395       30.9425        7.6977        7.0822        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1343.       94.2510       4.96212       199.404       30.9502        7.6993        7.0836        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1347.       95.4694       4.96360       199.413       30.9580        7.7007        7.0848        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1350.       96.6587       4.96498       199.422       30.9651        7.7021        7.0860        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1353.       97.8109       4.96625       199.430       30.9719        7.7034        7.0871        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1357.       98.9319       4.96746       199.438       30.9789        7.7046        7.0882        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1360.      100.0213       4.96858       199.445       30.9851        7.7057        7.0891        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1363.      101.0711       4.96963       199.452       30.9912        7.7068        7.0900        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1367.      102.0880       4.97062       199.460       30.9973        7.7078        7.0909        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1370.      103.0720       4.97153       199.466       31.0029        7.7087        7.0917        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1373.      104.0153       4.97238       199.472       31.0083        7.7096        7.0924        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1377.      104.9253       4.97319       199.479       31.0136        7.7104        7.0932        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1380.      105.8021       4.97394       199.484       31.0185        7.7112        7.0938        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1383.      106.6385       4.97462       199.490       31.0230        7.7119        7.0944        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1387.      107.4421       4.97528       199.495       31.0273        7.7125        7.0950        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1390.      108.2134       4.97590       199.500       31.0319        7.7132        7.0955        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1393.      108.9454       4.97647       199.505       31.0362        7.7138        7.0960        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1397.      109.6459       4.97700       199.510       31.0399        7.7143        7.0965        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1400.      110.3156       4.97749       199.514       31.0436        7.7148        7.0970        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1403.      110.9482       4.97796       199.518       31.0471        7.7153        7.0974        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1407.      111.5513       4.97840       199.522       31.0506        7.7158        7.0977        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1410.      112.1255       4.97883       199.527       31.0543        7.7162        7.0981        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1413.      112.6655       4.97920       199.530       31.0573        7.7166        7.0985        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1417.      113.1783       4.97956       199.533       31.0601        7.7170        7.0988        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1420.      113.6647       4.97989       199.536       31.0628        7.7173        7.0991        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1423.      114.1199       4.98020       199.539       31.0654        7.7177        7.0993        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1427.      114.5507       4.98049       199.542       31.0680        7.7180        7.0996        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1430.      114.9578       4.98078       199.546       31.0709        7.7183        7.0999        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1433.      115.3371       4.98105       199.549       31.0735        7.7186        7.1001        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1437.      115.6946       4.98129       199.551       31.0756        7.7188        7.1003        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1440.      116.0313       4.98151       199.554       31.0777        7.7190        7.1005        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1443.      116.3436       4.98172       199.556       31.0796        7.7193        7.1007        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1447.      116.6369       4.98191       199.558       31.0813        7.7195        7.1009        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1450.      116.9121       4.98209       199.560       31.0831        7.7197        7.1010        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1453.      117.1663       4.98226       199.562       31.0848        7.7198        7.1012        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1457.      117.4041       4.98242       199.564       31.0863        7.7200        7.1013        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1460.      117.6265       4.98257       199.566       31.0878        7.7202        7.1015        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1463.      117.8309       4.98271       199.567       31.0892        7.7203        7.1016        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1467.      118.0216       4.98283       199.569       31.0905        7.7205        7.1017        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1470.      118.1993       4.98295       199.570       31.0918        7.7206        7.1018        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1473.      118.3619       4.98306       199.572       31.0931        7.7207        7.1019        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1477.      118.5130       4.98317       199.573       31.0943        7.7208        7.1020        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1480.      118.6534       4.98329       199.575       31.0959        7.7209        7.1021        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1483.      118.7813       4.98340       199.577       31.0974        7.7210        7.1022        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1487.      118.8997       4.98348       199.578       31.0982        7.7211        7.1023        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1490.      119.0093       4.98356       199.579       31.0991        7.7212        7.1023        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1493.      119.1088       4.98363       199.580       31.0999        7.7213        7.1024        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1497.      119.2007       4.98370       199.581       31.1007        7.7214        7.1025        9.9352      0.000000      0.000000     0.0000000      0.000000 
